position,DM
minutes,2.3825
passes_completed,0.602
passes,0.7506
dribbles_completed,-0.6441
dribbles,-0.7656
passes_completed_short,0.0239
passes_short,-0.0515
passes_completed_medium,0.6431
passes_medium,0.6309
passes_completed_long,1.1521
passes_long,1.6748
passes_total_distance,0.8494
passes_free_kicks,2.5465
through_balls,-0.0496
passes_pressure,0.5945
passes_switches,2.3554
crosses,-0.2408
corner_kicks,2.1425
passes_intercepted,0.4545
passes_blocked,-0.617
dispossessed,-0.9866
goals,0.7834
assists,-0.244
pens_made,4.8395
pens_att,4.3026
shots_total,-0.2591
shots_on_target,-0.384
sca,0.0016
gca,-0.2056
xg,0.6915
crosses_into_penalty_area,-0.7342
passes_into_final_third,1.2653
passes_into_penalty_area,-0.5878
progressive_passes,0.7866
carry_progressive_distance,-0.6211
assisted_shots,0.1392
fouled,-0.3769
pens_won,-0.2935
tackles,0.794
interceptions,1.353
blocks,0.4917
tackles_won,0.866
dribble_tackles,0.9129
dribbles_vs,1.3711
pressures,0.4635
pressure_regains,0.3645
clearances,0.3111
errors,0.3136
aerials_won,-0.1111
aerials_lost,-0.5076
ball_recoveries,1.6045
pens_conceded,0.1327
fouls,0.6443
cards_yellow_red,-0.1906
