position,LB
minutes,-0.1868
passes_completed,0.5903
passes,0.6072
dribbles_completed,-0.4832
dribbles,-0.6605
passes_completed_short,0.8574
passes_short,0.6789
passes_completed_medium,0.6203
passes_medium,0.6822
passes_completed_long,-0.4426
passes_long,0.0901
passes_total_distance,0.2929
passes_free_kicks,-0.1283
through_balls,-0.632
passes_pressure,0.3443
passes_switches,-0.7306
crosses,-0.511
corner_kicks,-0.4258
passes_intercepted,-0.2435
passes_blocked,-1.1612
dispossessed,-0.4796
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.9718
shots_on_target,-1.0285
sca,-1.0637
gca,-1.0099
xg,-0.8413
crosses_into_penalty_area,-0.12
passes_into_final_third,-0.1071
passes_into_penalty_area,-0.231
progressive_passes,-0.2047
carry_progressive_distance,-0.483
assisted_shots,-0.7031
fouled,-0.6419
pens_won,-0.2935
tackles,0.3943
interceptions,0.666
blocks,0.5712
tackles_won,0.331
dribble_tackles,1.1146
dribbles_vs,-0.1914
pressures,-0.4909
pressure_regains,0.0434
clearances,0.8501
errors,1.0679
aerials_won,-0.0283
aerials_lost,0.0315
ball_recoveries,1.0295
pens_conceded,1.5701
fouls,-0.2604
cards_yellow_red,2.718
