position,LW
minutes,353.0
passes_completed,-0.233
passes,-0.4552
dribbles_completed,-0.1183
dribbles,0.1144
passes_completed_short,0.5536
passes_short,0.3904
passes_completed_medium,-0.7547
passes_medium,-0.6989
passes_completed_long,-0.3399
passes_long,-0.6688
passes_total_distance,-0.5099
passes_free_kicks,-0.1195
through_balls,1.1747
passes_pressure,-0.5514
passes_switches,-0.5755
crosses,1.3876
corner_kicks,1.1375
passes_intercepted,-0.6625
passes_blocked,-1.4932
dispossessed,-0.5493
goals,0.7373
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.8183
shots_on_target,0.846
sca,0.596
gca,1.2583
xg,0.208
crosses_into_penalty_area,0.0511
passes_into_final_third,-0.689
passes_into_penalty_area,-0.1117
progressive_passes,-0.5878
carry_progressive_distance,0.2719
assisted_shots,0.8015
fouled,-0.2876
pens_won,-0.2937
tackles,-0.7621
interceptions,-1.1044
blocks,-0.7481
tackles_won,-0.9447
dribble_tackles,-1.4379
dribbles_vs,-1.6729
pressures,0.8694
pressure_regains,-1.0536
clearances,-0.7085
errors,-0.376
aerials_won,-0.8806
aerials_lost,0.5266
ball_recoveries,-1.8429
pens_conceded,-0.3183
fouls,-0.3932
cards_yellow_red,-0.1907
