position,CM
passes_completed,-0.641
passes,-0.5192
dribbles_completed,0.4481
dribbles,0.3363
passes_completed_short,-0.4256
passes_short,-0.2646
passes_completed_medium,-0.613
passes_medium,-0.4719
passes_completed_long,-0.6455
passes_long,-0.5806
passes_total_distance,-0.6551
passes_free_kicks,-0.5497
through_balls,0.313
passes_pressure,0.5839
passes_switches,-0.3945
crosses,-0.1733
corner_kicks,-0.3666
passes_intercepted,1.0339
passes_blocked,-0.2589
dispossessed,-0.0186
goals,1.1867
assists,0.298
pens_made,2.1364
pens_att,1.7167
shots_total,0.7416
shots_on_target,0.2788
sca,-0.1099
gca,0.473
xg,0.5941
crosses_into_penalty_area,-0.2609
passes_into_final_third,-0.1753
passes_into_penalty_area,-0.5776
progressive_passes,-0.028
carry_progressive_distance,-0.6376
assisted_shots,-0.1983
fouled,1.0828
pens_won,0.4969
tackles,1.1879
interceptions,0.6632
blocks,0.7413
tackles_won,1.6034
dribble_tackles,1.7404
dribbles_vs,2.1431
pressures,1.2909
pressure_regains,0.9572
clearances,0.5304
errors,0.3233
aerials_won,2.7216
aerials_lost,1.3048
ball_recoveries,0.2001
pens_conceded,-0.3182
fouls,2.0587
cards_yellow_red,1.2179
