position,LW
passes_completed,-0.6895
passes,-0.7376
dribbles_completed,1.3588
dribbles,1.6565
passes_completed_short,0.0284
passes_short,0.0759
passes_completed_medium,-0.9079
passes_medium,-0.9304
passes_completed_long,-0.9741
passes_long,-0.8739
passes_total_distance,-0.946
passes_free_kicks,-0.827
through_balls,0.9819
passes_pressure,-0.6709
passes_switches,-0.256
crosses,0.4094
corner_kicks,0.6075
passes_intercepted,0.6545
passes_blocked,0.2921
dispossessed,1.1153
goals,2.254
assists,1.787
pens_made,2.2445
pens_att,2.531
shots_total,1.9431
shots_on_target,2.3803
sca,0.9562
gca,1.8087
xg,2.14
crosses_into_penalty_area,-0.1823
passes_into_final_third,-0.5983
passes_into_penalty_area,1.4486
progressive_passes,0.1273
carry_progressive_distance,0.8824
assisted_shots,0.7495
fouled,0.5055
pens_won,1.7719
tackles,-1.1673
interceptions,-0.9512
blocks,-0.7216
tackles_won,-1.281
dribble_tackles,-0.9462
dribbles_vs,-0.8031
pressures,-0.1261
pressure_regains,-0.302
clearances,-0.6882
errors,-0.5457
aerials_won,-0.5302
aerials_lost,-0.1139
ball_recoveries,-1.2823
pens_conceded,-0.0375
fouls,-0.5441
cards_yellow_red,-0.2618
