position,LB
minutes,4648.0
passes_completed,0.6519
passes,1.0017
dribbles_completed,-0.5167
dribbles,-0.5982
passes_completed_short,0.5384
passes_short,0.5524
passes_completed_medium,0.7874
passes_medium,1.0621
passes_completed_long,0.0574
passes_long,0.7588
passes_total_distance,0.5524
passes_free_kicks,0.92
through_balls,-0.2205
passes_pressure,0.8322
passes_switches,0.4097
crosses,1.4673
corner_kicks,0.9873
passes_intercepted,0.5479
passes_blocked,1.3852
dispossessed,-0.385
goals,-0.724
assists,0.7813
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.9677
shots_on_target,-0.7916
sca,-0.0453
gca,-0.0627
xg,-0.7937
crosses_into_penalty_area,1.4095
passes_into_final_third,0.3555
passes_into_penalty_area,0.2971
progressive_passes,0.672
carry_progressive_distance,0.2082
assisted_shots,0.4677
fouled,-0.4883
pens_won,-0.2937
tackles,-0.0439
interceptions,0.6299
blocks,1.0277
tackles_won,-0.3126
dribble_tackles,0.2543
dribbles_vs,-0.3562
pressures,-0.5411
pressure_regains,-0.1491
clearances,0.2788
errors,-0.376
aerials_won,-0.3771
aerials_lost,-0.4627
ball_recoveries,0.7239
pens_conceded,0.2129
fouls,-0.9787
cards_yellow_red,-0.1907
