position,RM
passes_completed,-0.3855
passes,-0.2977
dribbles_completed,0.5461
dribbles,0.6561
passes_completed_short,-0.3852
passes_short,-0.2913
passes_completed_medium,-0.2178
passes_medium,-0.179
passes_completed_long,-0.2914
passes_long,-0.0821
passes_total_distance,-0.2878
passes_free_kicks,-0.0646
through_balls,0.8051
passes_pressure,0.1127
passes_switches,0.5605
crosses,1.7077
corner_kicks,1.1759
passes_intercepted,-0.9063
passes_blocked,0.5033
dispossessed,-0.0375
goals,0.4385
assists,0.8549
pens_made,-0.2418
pens_att,-0.271
shots_total,2.091
shots_on_target,1.9538
sca,1.9398
gca,0.7943
xg,0.1291
crosses_into_penalty_area,0.5841
passes_into_final_third,-1.3774
passes_into_penalty_area,0.2782
progressive_passes,-0.3681
carry_progressive_distance,0.9156
assisted_shots,1.5172
fouled,-0.569
pens_won,-0.2935
tackles,-0.5283
interceptions,-1.2129
blocks,-0.1189
tackles_won,-0.4172
dribble_tackles,-0.9003
dribbles_vs,0.4123
pressures,0.2915
pressure_regains,0.7002
clearances,-0.893
errors,-0.3758
aerials_won,-1.1368
aerials_lost,-0.4846
ball_recoveries,-0.2974
pens_conceded,-0.3182
fouls,-0.7304
cards_yellow_red,-0.1906
