position,RM
minutes,513.0
passes_completed,0.1343
passes,0.2296
dribbles_completed,0.3046
dribbles,0.3965
passes_completed_short,0.4541
passes_short,0.7106
passes_completed_medium,-0.2273
passes_medium,-0.1235
passes_completed_long,0.3637
passes_long,0.0824
passes_total_distance,0.1097
passes_free_kicks,-0.401
through_balls,-0.6322
passes_pressure,-0.9091
passes_switches,-0.2672
crosses,0.4558
corner_kicks,-0.0571
passes_intercepted,1.4323
passes_blocked,1.7201
dispossessed,1.7619
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.7023
shots_on_target,0.2612
sca,0.8825
gca,-0.2298
xg,-0.1348
crosses_into_penalty_area,1.0109
passes_into_final_third,0.6317
passes_into_penalty_area,1.4358
progressive_passes,0.303
carry_progressive_distance,0.3246
assisted_shots,0.6202
fouled,-0.0061
pens_won,-0.2937
tackles,0.9382
interceptions,-0.537
blocks,1.2343
tackles_won,0.6181
dribble_tackles,0.8851
dribbles_vs,0.2965
pressures,1.9521
pressure_regains,1.1361
clearances,-0.8042
errors,-0.376
aerials_won,-0.7841
aerials_lost,0.1305
ball_recoveries,-0.8487
pens_conceded,-0.3183
fouls,-0.6242
cards_yellow_red,-0.1907
