position,RW
minutes,-0.7736
passes_completed,-0.715
passes,-0.733
dribbles_completed,-0.283
dribbles,-0.1781
passes_completed_short,-0.6556
passes_short,-0.6424
passes_completed_medium,-0.6791
passes_medium,-0.7044
passes_completed_long,-0.6648
passes_long,-0.6496
passes_total_distance,-0.7186
passes_free_kicks,-0.5974
through_balls,-0.2865
passes_pressure,-0.6911
passes_switches,-0.6347
crosses,-0.297
corner_kicks,-0.3242
passes_intercepted,-0.2574
passes_blocked,-0.4232
dispossessed,-0.4148
goals,-0.0767
assists,-0.5781
pens_made,0.4563
pens_att,0.8987
shots_total,-0.2887
shots_on_target,-0.1651
sca,-0.3863
gca,-0.4198
xg,0.0121
crosses_into_penalty_area,-0.4603
passes_into_final_third,-0.6791
passes_into_penalty_area,-0.5593
progressive_passes,-0.6854
carry_progressive_distance,-0.5828
assisted_shots,-0.3718
fouled,-0.7199
pens_won,0.7686
tackles,-0.6629
interceptions,-0.7317
blocks,-0.6375
tackles_won,-0.6017
dribble_tackles,-0.6408
dribbles_vs,-0.6772
pressures,-0.4768
pressure_regains,-0.5454
clearances,-0.5591
errors,-0.5331
aerials_won,-0.4737
aerials_lost,-0.5323
ball_recoveries,-0.7132
pens_conceded,-0.4889
fouls,-0.2732
cards_yellow_red,-0.3235
