position,CB
passes_completed,0.1918
passes,0.0097
dribbles_completed,-0.9352
dribbles,-0.941
passes_completed_short,-0.3177
passes_short,-0.3988
passes_completed_medium,0.5747
passes_medium,0.5141
passes_completed_long,0.1803
passes_long,-0.1252
passes_total_distance,0.3016
passes_free_kicks,-0.0621
through_balls,-0.7252
passes_pressure,-0.2958
passes_switches,-0.5529
crosses,-0.9696
corner_kicks,-0.4808
passes_intercepted,-0.3301
passes_blocked,-0.6117
dispossessed,-1.0967
goals,-0.435
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.674
shots_on_target,-0.3833
sca,-1.0992
gca,-0.5504
xg,-0.2731
crosses_into_penalty_area,-0.8365
passes_into_final_third,-0.2667
passes_into_penalty_area,-1.0577
progressive_passes,-0.4808
carry_progressive_distance,-0.5647
assisted_shots,-1.1394
fouled,-0.0485
pens_won,-0.3695
tackles,1.1976
interceptions,1.7835
blocks,0.5871
tackles_won,1.4312
dribble_tackles,1.5266
dribbles_vs,0.4406
pressures,0.2717
pressure_regains,0.8831
clearances,1.5323
errors,0.5499
aerials_won,1.7106
aerials_lost,0.2505
ball_recoveries,0.0263
pens_conceded,-0.4415
fouls,1.3608
cards_yellow_red,2.3275
