position,FW
minutes,0.4912
passes_completed,-0.2353
passes,-0.1828
dribbles_completed,0.2458
dribbles,0.4615
passes_completed_short,0.0597
passes_short,0.1211
passes_completed_medium,-0.4042
passes_medium,-0.3106
passes_completed_long,-0.4739
passes_long,-0.4999
passes_total_distance,-0.381
passes_free_kicks,-0.5974
through_balls,0.1405
passes_pressure,0.4706
passes_switches,-0.288
crosses,0.0672
corner_kicks,-0.3242
passes_intercepted,-0.0191
passes_blocked,0.2745
dispossessed,1.3879
goals,0.846
assists,0.3454
pens_made,0.4563
pens_att,0.8987
shots_total,1.4952
shots_on_target,1.0722
sca,0.3974
gca,0.8425
xg,1.3143
crosses_into_penalty_area,-0.0868
passes_into_final_third,-0.4371
passes_into_penalty_area,-0.102
progressive_passes,-0.443
carry_progressive_distance,-0.3525
assisted_shots,0.2342
fouled,1.261
pens_won,0.7686
tackles,-0.1734
interceptions,-0.4823
blocks,-0.0631
tackles_won,-0.1898
dribble_tackles,-0.6408
dribbles_vs,0.0475
pressures,1.1996
pressure_regains,0.6718
clearances,-0.3024
errors,-0.5331
aerials_won,1.2655
aerials_lost,3.1893
ball_recoveries,-0.1977
pens_conceded,-0.4889
fouls,0.8826
cards_yellow_red,-0.3235
