position,CB
passes_completed,0.5808
passes,0.3231
dribbles_completed,0.0021
dribbles,-0.3263
passes_completed_short,0.3181
passes_short,0.1438
passes_completed_medium,0.7609
passes_medium,0.603
passes_completed_long,0.2508
passes_long,0.0163
passes_total_distance,0.5637
passes_free_kicks,0.6502
through_balls,-0.5104
passes_pressure,0.286
passes_switches,-0.3252
crosses,-0.8769
corner_kicks,-0.4808
passes_intercepted,-0.814
passes_blocked,-1.0364
dispossessed,-0.4484
goals,-0.165
assists,-0.6311
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.6603
shots_on_target,-0.7032
sca,-0.9416
gca,-0.9422
xg,-0.5304
crosses_into_penalty_area,-0.6582
passes_into_final_third,0.1216
passes_into_penalty_area,-0.8396
progressive_passes,-0.5316
carry_progressive_distance,0.4478
assisted_shots,-0.9766
fouled,-0.7919
pens_won,-0.3695
tackles,0.3011
interceptions,0.7673
blocks,0.9357
tackles_won,0.3212
dribble_tackles,0.7353
dribbles_vs,0.1817
pressures,-0.4316
pressure_regains,-0.1001
clearances,1.1843
errors,0.4846
aerials_won,0.3625
aerials_lost,-0.3393
ball_recoveries,0.7465
pens_conceded,0.8801
fouls,-0.5752
cards_yellow_red,-0.2618
