position,AM
passes_completed,-1.3116
passes,-1.3886
dribbles_completed,-0.0756
dribbles,0.4248
passes_completed_short,-1.2021
passes_short,-1.074
passes_completed_medium,-1.0669
passes_medium,-1.1393
passes_completed_long,-1.0012
passes_long,-1.0707
passes_total_distance,-1.2255
passes_free_kicks,-0.8219
through_balls,-0.632
passes_pressure,-1.1967
passes_switches,-0.6688
crosses,0.645
corner_kicks,-0.0341
passes_intercepted,-0.6663
passes_blocked,-0.3199
dispossessed,0.358
goals,0.0041
assists,0.2471
pens_made,-0.2418
pens_att,-0.271
shots_total,0.0952
shots_on_target,0.5278
sca,0.4504
gca,-0.2567
xg,0.4778
crosses_into_penalty_area,1.6948
passes_into_final_third,-0.6919
passes_into_penalty_area,0.8109
progressive_passes,-0.8368
carry_progressive_distance,0.0041
assisted_shots,0.3071
fouled,0.4514
pens_won,-0.2935
tackles,-0.7158
interceptions,-1.1058
blocks,-1.086
tackles_won,-0.4292
dribble_tackles,-0.6526
dribbles_vs,-0.6778
pressures,0.4197
pressure_regains,0.4962
clearances,-0.9896
errors,-0.3758
aerials_won,-0.7107
aerials_lost,0.5638
ball_recoveries,-1.4912
pens_conceded,-0.3182
fouls,-0.056
cards_yellow_red,-0.1906
