position,AM
minutes,447.0
passes_completed,-0.9137
passes,-0.9686
dribbles_completed,-0.1328
dribbles,-0.1761
passes_completed_short,-0.2616
passes_short,-0.3768
passes_completed_medium,-1.1225
passes_medium,-1.0901
passes_completed_long,-0.8097
passes_long,-0.7606
passes_total_distance,-0.9547
passes_free_kicks,-0.0718
through_balls,-0.6322
passes_pressure,-0.0795
passes_switches,0.5463
crosses,-0.6377
corner_kicks,0.2078
passes_intercepted,0.9741
passes_blocked,-1.5714
dispossessed,-0.0477
goals,-0.724
assists,0.8431
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.1527
shots_on_target,-0.0419
sca,0.6075
gca,0.7812
xg,-0.3125
crosses_into_penalty_area,-0.8508
passes_into_final_third,-1.0096
passes_into_penalty_area,-0.6782
progressive_passes,-0.2518
carry_progressive_distance,-0.4078
assisted_shots,1.207
fouled,-1.3938
pens_won,-0.2937
tackles,0.4141
interceptions,0.0465
blocks,0.181
tackles_won,-0.0759
dribble_tackles,-0.9047
dribbles_vs,-1.2625
pressures,0.234
pressure_regains,-0.3834
clearances,-0.773
errors,-0.376
aerials_won,0.4841
aerials_lost,0.3458
ball_recoveries,-0.3174
pens_conceded,-0.3183
fouls,-0.0883
cards_yellow_red,-0.1907
