position,WB
minutes,386.0
passes_completed,0.571
passes,0.461
dribbles_completed,-1.2424
dribbles,-0.7933
passes_completed_short,0.9392
passes_short,0.8927
passes_completed_medium,0.5415
passes_medium,0.3312
passes_completed_long,-0.4423
passes_long,-0.1165
passes_total_distance,0.3291
passes_free_kicks,-1.022
through_balls,-0.6322
passes_pressure,0.5941
passes_switches,-0.146
crosses,2.1334
corner_kicks,-0.3353
passes_intercepted,-1.8578
passes_blocked,-0.1635
dispossessed,-0.6233
goals,-0.724
assists,1.0983
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.3879
shots_on_target,0.1141
sca,-0.1657
gca,0.027
xg,0.2816
crosses_into_penalty_area,0.7987
passes_into_final_third,0.946
passes_into_penalty_area,0.88
progressive_passes,1.379
carry_progressive_distance,0.887
assisted_shots,-0.391
fouled,-1.3508
pens_won,-0.2937
tackles,0.7908
interceptions,-1.6376
blocks,0.5812
tackles_won,-0.6131
dribble_tackles,1.032
dribbles_vs,1.3172
pressures,0.1943
pressure_regains,0.3195
clearances,-0.3135
errors,-0.376
aerials_won,0.7403
aerials_lost,-0.8433
ball_recoveries,-0.5796
pens_conceded,-0.3183
fouls,-0.5344
cards_yellow_red,-0.1907
