position,DM
passes_completed,0.635
passes,0.7099
dribbles_completed,0.5957
dribbles,0.2737
passes_completed_short,0.242
passes_short,0.2232
passes_completed_medium,0.4523
passes_medium,0.4289
passes_completed_long,1.2547
passes_long,1.0397
passes_total_distance,0.884
passes_free_kicks,1.8691
through_balls,-0.0173
passes_pressure,0.5843
passes_switches,2.3058
crosses,-0.2784
corner_kicks,0.2253
passes_intercepted,0.1515
passes_blocked,0.0697
dispossessed,-0.0482
goals,-0.1082
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,0.4896
shots_on_target,0.0733
sca,0.1035
gca,-0.0043
xg,-0.2191
crosses_into_penalty_area,0.0452
passes_into_final_third,1.7815
passes_into_penalty_area,-0.0103
progressive_passes,1.0046
carry_progressive_distance,0.5832
assisted_shots,-0.2299
fouled,-0.2918
pens_won,-0.3695
tackles,0.6172
interceptions,0.7009
blocks,-0.0236
tackles_won,0.9045
dribble_tackles,-0.259
dribbles_vs,0.0463
pressures,-0.0893
pressure_regains,0.021
clearances,0.4565
errors,0.0202
aerials_won,-0.3538
aerials_lost,-0.3825
ball_recoveries,1.7401
pens_conceded,0.2844
fouls,-0.0222
cards_yellow_red,-0.2618
