position,CB
minutes,1.8412
passes_completed,1.6244
passes,1.6188
dribbles_completed,-0.3081
dribbles,-0.3761
passes_completed_short,0.8579
passes_short,0.8037
passes_completed_medium,1.8084
passes_medium,1.7587
passes_completed_long,2.3383
passes_long,2.1378
passes_total_distance,1.9505
passes_free_kicks,1.9662
through_balls,0.1405
passes_pressure,0.9834
passes_switches,3.2146
crosses,-0.3152
corner_kicks,-0.3242
passes_intercepted,0.4973
passes_blocked,0.3742
dispossessed,-0.3427
goals,0.187
assists,0.1146
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.1818
shots_on_target,0.1442
sca,-0.0976
gca,0.2114
xg,0.0121
crosses_into_penalty_area,-0.1802
passes_into_final_third,1.6477
passes_into_penalty_area,-0.1935
progressive_passes,1.3924
carry_progressive_distance,1.676
assisted_shots,-0.3718
fouled,1.9213
pens_won,0.7686
tackles,1.7281
interceptions,3.2218
blocks,1.7878
tackles_won,1.6049
dribble_tackles,2.1399
dribbles_vs,2.031
pressures,0.5278
pressure_regains,0.7192
clearances,3.4965
errors,2.5999
aerials_won,1.7095
aerials_lost,1.1725
ball_recoveries,2.0363
pens_conceded,4.4944
fouls,1.1514
cards_yellow_red,2.2462
