position,RW
minutes,-0.8873
passes_completed,-0.8052
passes,-0.8402
dribbles_completed,-0.5599
dribbles,-0.6046
passes_completed_short,-0.782
passes_short,-0.8006
passes_completed_medium,-0.7538
passes_medium,-0.7822
passes_completed_long,-0.702
passes_long,-0.7078
passes_total_distance,-0.7913
passes_free_kicks,-0.5789
through_balls,-0.5
passes_pressure,-0.8445
passes_switches,-0.7259
crosses,-0.5884
corner_kicks,-0.3242
passes_intercepted,-0.7737
passes_blocked,-0.6724
dispossessed,-0.5109
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6219
shots_on_target,-0.526
sca,-0.675
gca,-0.525
xg,-0.4943
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.707
passes_into_penalty_area,-0.5898
progressive_passes,-0.7461
carry_progressive_distance,-0.8193
assisted_shots,-0.6196
fouled,-0.7199
pens_won,0.7686
tackles,-0.7382
interceptions,-0.6604
blocks,-0.7226
tackles_won,-0.7194
dribble_tackles,-0.6408
dribbles_vs,-0.6772
pressures,-0.6906
pressure_regains,-0.7825
clearances,-0.5283
errors,-0.5331
aerials_won,-0.6402
aerials_lost,-0.6363
ball_recoveries,-0.8551
pens_conceded,-0.4889
fouls,-0.7839
cards_yellow_red,-0.3235
