position,FW
minutes,-0.5004
passes_completed,-0.677
passes,-0.6912
dribbles_completed,-0.1319
dribbles,-0.1781
passes_completed_short,-0.5706
passes_short,-0.5688
passes_completed_medium,-0.6882
passes_medium,-0.6947
passes_completed_long,-0.6741
passes_long,-0.6717
passes_total_distance,-0.7122
passes_free_kicks,-0.6158
through_balls,-0.5
passes_pressure,-0.4807
passes_switches,-0.6894
crosses,-0.5155
corner_kicks,-0.3242
passes_intercepted,-0.4957
passes_blocked,-0.3485
dispossessed,-0.1023
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.1318
shots_on_target,-0.2167
sca,-0.3175
gca,-0.525
xg,-0.0747
crosses_into_penalty_area,-0.4603
passes_into_final_third,-0.6325
passes_into_penalty_area,-0.4373
progressive_passes,-0.6422
carry_progressive_distance,-0.6452
assisted_shots,-0.4819
fouled,-0.2628
pens_won,0.7686
tackles,-0.4746
interceptions,-0.7317
blocks,-0.1694
tackles_won,-0.4546
dribble_tackles,-0.4804
dribbles_vs,-0.5627
pressures,0.154
pressure_regains,-0.1265
clearances,-0.4154
errors,-0.5331
aerials_won,0.2109
aerials_lost,0.528
ball_recoveries,-0.6684
pens_conceded,-0.4889
fouls,-0.4076
cards_yellow_red,2.2462
