position,CM
minutes,840.0
passes_completed,0.1166
passes,-0.0874
dribbles_completed,-0.5338
dribbles,-0.7591
passes_completed_short,0.086
passes_short,0.2398
passes_completed_medium,0.0026
passes_medium,-0.2237
passes_completed_long,0.3977
passes_long,-0.2284
passes_total_distance,0.2573
passes_free_kicks,-0.7692
through_balls,-0.6322
passes_pressure,0.8317
passes_switches,0.9006
crosses,-0.8708
corner_kicks,-0.5567
passes_intercepted,-0.3508
passes_blocked,0.3243
dispossessed,-0.3236
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.8832
shots_on_target,-1.029
sca,-1.1571
gca,-1.0103
xg,-0.6602
crosses_into_penalty_area,-0.8508
passes_into_final_third,0.1466
passes_into_penalty_area,-1.1404
progressive_passes,0.2078
carry_progressive_distance,-1.0712
assisted_shots,-0.934
fouled,-0.5075
pens_won,-0.2937
tackles,0.3137
interceptions,-0.0692
blocks,-0.8354
tackles_won,0.4121
dribble_tackles,0.832
dribbles_vs,0.295
pressures,1.4604
pressure_regains,0.2703
clearances,-0.5639
errors,1.8713
aerials_won,-0.2745
aerials_lost,-0.7712
ball_recoveries,1.3351
pens_conceded,-0.3183
fouls,0.3846
cards_yellow_red,-0.1907
