position,FW
minutes,-1.009
passes_completed,-0.8439
passes,-0.8897
dribbles_completed,-0.5851
dribbles,-0.5741
passes_completed_short,-0.8131
passes_short,-0.8337
passes_completed_medium,-0.7957
passes_medium,-0.8324
passes_completed_long,-0.7253
passes_long,-0.7382
passes_total_distance,-0.8257
passes_free_kicks,-0.6158
through_balls,-0.5
passes_pressure,-0.9146
passes_switches,-0.7259
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.8531
passes_blocked,-0.8219
dispossessed,-0.6071
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.5239
shots_on_target,-0.4229
sca,-0.6613
gca,-0.6302
xg,-0.2917
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.7256
passes_into_penalty_area,-0.6203
progressive_passes,-0.772
carry_progressive_distance,-0.8399
assisted_shots,-0.6196
fouled,-0.7961
pens_won,-0.3681
tackles,-0.8135
interceptions,-0.8029
blocks,-0.8502
tackles_won,-0.7782
dribble_tackles,-0.7477
dribbles_vs,-0.8107
pressures,-0.8613
pressure_regains,-0.8773
clearances,-0.6104
errors,-0.5331
aerials_won,-0.6772
aerials_lost,-0.7402
ball_recoveries,-0.9074
pens_conceded,-0.4889
fouls,-0.8915
cards_yellow_red,-0.3235
