position,LB
passes_completed,-0.1322
passes,0.3558
dribbles_completed,-1.0684
dribbles,-1.0533
passes_completed_short,-0.5024
passes_short,-0.3522
passes_completed_medium,0.1577
passes_medium,0.4416
passes_completed_long,0.112
passes_long,1.1262
passes_total_distance,0.0759
passes_free_kicks,1.5784
through_balls,-0.632
passes_pressure,-0.7392
passes_switches,0.6289
crosses,0.9416
corner_kicks,0.7882
passes_intercepted,-0.3812
passes_blocked,0.6627
dispossessed,-1.0581
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.8366
shots_on_target,-0.6427
sca,-0.2737
gca,-1.0099
xg,-0.6646
crosses_into_penalty_area,-0.2937
passes_into_final_third,0.1106
passes_into_penalty_area,0.1695
progressive_passes,0.7671
carry_progressive_distance,-0.7667
assisted_shots,0.4134
fouled,-1.4525
pens_won,-0.2935
tackles,0.081
interceptions,-1.3078
blocks,-0.3708
tackles_won,-1.2851
dribble_tackles,-1.0205
dribbles_vs,-1.0465
pressures,-0.6454
pressure_regains,-1.1368
clearances,0.9753
errors,-0.3758
aerials_won,-0.3446
aerials_lost,-0.8367
ball_recoveries,-0.0899
pens_conceded,-0.3182
fouls,-0.7694
cards_yellow_red,-0.1906
