position,GK
minutes,0.096
passes_completed,-0.1923
passes,-0.118
dribbles_completed,-0.6606
dribbles,-0.6502
passes_completed_short,-0.6162
passes_short,-0.6626
passes_completed_medium,-0.2348
passes_medium,-0.3252
passes_completed_long,0.9881
passes_long,1.1957
passes_total_distance,0.249
passes_free_kicks,1.542
through_balls,-0.5
passes_pressure,-0.4675
passes_switches,-0.0691
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.7737
passes_blocked,-0.7471
dispossessed,-0.7273
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6219
shots_on_target,-0.5775
sca,-0.6888
gca,-0.525
xg,-0.5088
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.6512
passes_into_penalty_area,-0.6507
progressive_passes,-0.7807
carry_progressive_distance,-0.4715
assisted_shots,-0.6747
fouled,-0.6183
pens_won,-0.3681
tackles,-0.8512
interceptions,-0.8029
blocks,-0.8502
tackles_won,-0.8371
dribble_tackles,-0.8012
dribbles_vs,-0.8107
pressures,-0.9045
pressure_regains,-0.9089
clearances,-0.6104
errors,-0.5331
aerials_won,-0.6772
aerials_lost,-0.761
ball_recoveries,-0.2798
pens_conceded,-0.4889
fouls,-0.8915
cards_yellow_red,-0.3235
