position,LM
passes_completed,0.743
passes,0.7339
dribbles_completed,0.3448
dribbles,0.9085
passes_completed_short,1.0941
passes_short,1.1869
passes_completed_medium,0.3222
passes_medium,0.2775
passes_completed_long,0.5031
passes_long,0.3611
passes_total_distance,0.6363
passes_free_kicks,0.1543
through_balls,2.5073
passes_pressure,1.9827
passes_switches,0.8595
crosses,0.5999
corner_kicks,-0.4513
passes_intercepted,0.7388
passes_blocked,-0.2481
dispossessed,0.3402
goals,1.1804
assists,1.8929
pens_made,5.0255
pens_att,4.1315
shots_total,1.5885
shots_on_target,1.686
sca,2.4531
gca,1.4534
xg,2.2122
crosses_into_penalty_area,-0.067
passes_into_final_third,0.8855
passes_into_penalty_area,1.6368
progressive_passes,1.5623
carry_progressive_distance,1.49
assisted_shots,2.5811
fouled,-0.3182
pens_won,-0.2935
tackles,-0.5265
interceptions,-0.2475
blocks,-0.4353
tackles_won,-0.48
dribble_tackles,0.029
dribbles_vs,-0.0188
pressures,0.121
pressure_regains,0.0869
clearances,-1.0151
errors,-0.3758
aerials_won,-1.0253
aerials_lost,-0.867
ball_recoveries,-0.6167
pens_conceded,-0.3182
fouls,-1.3266
cards_yellow_red,-0.1906
