position,CM
minutes,631.0
passes_completed,0.7051
passes,0.725
dribbles_completed,-1.0852
dribbles,-1.1705
passes_completed_short,0.4216
passes_short,0.3652
passes_completed_medium,0.5904
passes_medium,0.6402
passes_completed_long,1.0899
passes_long,1.0291
passes_total_distance,0.8759
passes_free_kicks,1.3341
through_balls,-0.6322
passes_pressure,1.1235
passes_switches,0.7441
crosses,-0.783
corner_kicks,-0.1505
passes_intercepted,-0.186
passes_blocked,-0.4079
dispossessed,-0.6079
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.7333
shots_on_target,-0.6793
sca,-0.8688
gca,-1.0103
xg,-0.7886
crosses_into_penalty_area,-0.3462
passes_into_final_third,1.5209
passes_into_penalty_area,-0.4157
progressive_passes,0.6842
carry_progressive_distance,-0.7925
assisted_shots,-0.7811
fouled,1.0329
pens_won,-0.2937
tackles,0.5633
interceptions,0.152
blocks,0.5637
tackles_won,0.9074
dribble_tackles,1.2062
dribbles_vs,2.3877
pressures,0.6206
pressure_regains,-0.4603
clearances,0.1011
errors,-0.376
aerials_won,-0.2758
aerials_lost,-0.4386
ball_recoveries,1.3023
pens_conceded,-0.3183
fouls,0.2652
cards_yellow_red,-0.1907
