position,DM
passes_completed,0.0713
passes,-0.0031
dribbles_completed,-0.1749
dribbles,0.0448
passes_completed_short,0.3579
passes_short,0.3107
passes_completed_medium,-0.0543
passes_medium,-0.0727
passes_completed_long,-0.0505
passes_long,-0.1735
passes_total_distance,0.0001
passes_free_kicks,-0.7361
through_balls,1.0833
passes_pressure,0.2302
passes_switches,0.4204
crosses,0.0622
corner_kicks,-0.5565
passes_intercepted,-0.7223
passes_blocked,-0.8047
dispossessed,0.229
goals,0.6634
assists,3.1103
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.0573
shots_on_target,-0.4353
sca,0.2849
gca,2.2202
xg,-0.543
crosses_into_penalty_area,0.0056
passes_into_final_third,-0.1425
passes_into_penalty_area,-0.1719
progressive_passes,1.0448
carry_progressive_distance,-0.247
assisted_shots,0.6905
fouled,-1.011
pens_won,-0.2935
tackles,-0.536
interceptions,-0.1187
blocks,0.3129
tackles_won,-0.5659
dribble_tackles,-0.7964
dribbles_vs,0.5892
pressures,-0.1893
pressure_regains,-0.5104
clearances,-0.5779
errors,-0.3758
aerials_won,-1.1368
aerials_lost,-0.5729
ball_recoveries,-0.8404
pens_conceded,-0.3182
fouls,1.0916
cards_yellow_red,-0.1906
