position,LW
passes_completed,-0.7725
passes,-0.6108
dribbles_completed,0.5953
dribbles,1.0485
passes_completed_short,-0.1641
passes_short,0.014
passes_completed_medium,-1.0328
passes_medium,-1.0507
passes_completed_long,-0.7431
passes_long,-0.3483
passes_total_distance,-0.9456
passes_free_kicks,1.3218
through_balls,-0.7252
passes_pressure,0.4043
passes_switches,0.8829
crosses,1.193
corner_kicks,3.6436
passes_intercepted,0.4092
passes_blocked,0.943
dispossessed,0.655
goals,0.7305
assists,-0.0499
pens_made,2.0636
pens_att,1.668
shots_total,0.1082
shots_on_target,-0.0204
sca,0.9142
gca,-0.2426
xg,0.1813
crosses_into_penalty_area,0.0744
passes_into_final_third,-0.7856
passes_into_penalty_area,0.5895
progressive_passes,-0.1978
carry_progressive_distance,0.1765
assisted_shots,0.8175
fouled,0.4579
pens_won,-0.3695
tackles,-0.7916
interceptions,-0.3543
blocks,-0.2796
tackles_won,-0.5747
dribble_tackles,-0.2189
dribbles_vs,-0.5188
pressures,-0.4733
pressure_regains,-0.1767
clearances,-0.8759
errors,-0.5457
aerials_won,-0.7294
aerials_lost,0.3281
ball_recoveries,-1.3979
pens_conceded,-0.4415
fouls,-0.8773
cards_yellow_red,-0.2618
