position,RW
passes_completed,-1.1677
passes,-1.1057
dribbles_completed,-0.392
dribbles,-0.3693
passes_completed_short,-0.5315
passes_short,-0.1524
passes_completed_medium,-1.1906
passes_medium,-1.0484
passes_completed_long,-1.3144
passes_long,-1.3792
passes_total_distance,-1.3964
passes_free_kicks,-1.0512
through_balls,-0.2352
passes_pressure,1.4289
passes_switches,-1.3368
crosses,-0.6628
corner_kicks,-0.4808
passes_intercepted,-0.2816
passes_blocked,-0.494
dispossessed,1.5255
goals,0.7377
assists,0.2298
pens_made,-0.2739
pens_att,-0.3089
shots_total,1.7185
shots_on_target,1.992
sca,-0.2477
gca,0.0362
xg,1.0037
crosses_into_penalty_area,-0.8365
passes_into_final_third,-0.8756
passes_into_penalty_area,-0.7863
progressive_passes,-0.9917
carry_progressive_distance,-1.0881
assisted_shots,-0.0722
fouled,-0.4802
pens_won,-0.3695
tackles,-0.9842
interceptions,-1.0715
blocks,-0.5978
tackles_won,-0.8751
dribble_tackles,-1.1911
dribbles_vs,-1.0847
pressures,0.701
pressure_regains,0.8783
clearances,-0.5345
errors,0.0418
aerials_won,4.7406
aerials_lost,3.4211
ball_recoveries,-1.3637
pens_conceded,-0.4415
fouls,0.3061
cards_yellow_red,-0.2618
