position,LM
minutes,-0.7382
passes_completed,-0.2294
passes,0.1933
dribbles_completed,-1.2419
dribbles,-1.1189
passes_completed_short,0.7167
passes_short,0.5823
passes_completed_medium,-0.9592
passes_medium,-0.7776
passes_completed_long,-0.5916
passes_long,0.7699
passes_total_distance,-0.5653
passes_free_kicks,-0.5072
through_balls,-0.632
passes_pressure,1.8116
passes_switches,0.4738
crosses,1.9211
corner_kicks,-0.5565
passes_intercepted,2.2309
passes_blocked,1.6356
dispossessed,-1.1677
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.6446
shots_on_target,-1.0285
sca,-0.7938
gca,-1.0099
xg,-0.5775
crosses_into_penalty_area,1.4628
passes_into_final_third,-0.557
passes_into_penalty_area,0.0563
progressive_passes,-0.6604
carry_progressive_distance,-0.8401
assisted_shots,-0.7689
fouled,-0.1921
pens_won,-0.2935
tackles,-1.1943
interceptions,-0.2694
blocks,0.0486
tackles_won,-1.0732
dribble_tackles,0.2946
dribbles_vs,-0.6903
pressures,-0.8985
pressure_regains,-1.3191
clearances,-0.2275
errors,-0.3758
aerials_won,-0.4785
aerials_lost,-0.8743
ball_recoveries,-0.4154
pens_conceded,-0.3182
fouls,-0.9848
cards_yellow_red,-0.1906
