position,WB
passes_completed,-0.8267
passes,-0.7683
dribbles_completed,0.0157
dribbles,0.1384
passes_completed_short,-0.6241
passes_short,-0.6296
passes_completed_medium,-0.6815
passes_medium,-0.6059
passes_completed_long,-0.8994
passes_long,-0.6745
passes_total_distance,-0.8475
passes_free_kicks,-0.7769
through_balls,-0.632
passes_pressure,-0.7665
passes_switches,-1.172
crosses,0.1478
corner_kicks,-0.5565
passes_intercepted,-0.3982
passes_blocked,-0.1991
dispossessed,0.8159
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.2399
shots_on_target,-0.52
sca,-0.5001
gca,-0.5485
xg,-0.3691
crosses_into_penalty_area,-0.1167
passes_into_final_third,-0.9266
passes_into_penalty_area,-0.8208
progressive_passes,-0.9275
carry_progressive_distance,0.2792
assisted_shots,-0.9482
fouled,0.017
pens_won,-0.2935
tackles,1.2237
interceptions,-0.1187
blocks,0.2586
tackles_won,1.2479
dribble_tackles,-0.3386
dribbles_vs,-1.1181
pressures,0.8795
pressure_regains,1.0553
clearances,0.7338
errors,-0.3758
aerials_won,0.4293
aerials_lost,-0.3574
ball_recoveries,-0.0851
pens_conceded,-0.3182
fouls,0.3077
cards_yellow_red,-0.1906
