position,CM
minutes,2049.0
passes_completed,0.0592
passes,0.0861
dribbles_completed,-0.5646
dribbles,-0.5233
passes_completed_short,0.0475
passes_short,0.162
passes_completed_medium,0.0639
passes_medium,0.0628
passes_completed_long,-0.0459
passes_long,-0.1158
passes_total_distance,0.0474
passes_free_kicks,-0.141
through_balls,-0.3209
passes_pressure,-0.0064
passes_switches,-0.0774
crosses,-0.5563
corner_kicks,-0.4733
passes_intercepted,-0.1074
passes_blocked,0.0582
dispossessed,-0.371
goals,0.283
assists,-0.067
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.2225
shots_on_target,0.0478
sca,-0.5386
gca,-0.4241
xg,-0.1653
crosses_into_penalty_area,-0.6954
passes_into_final_third,0.8504
passes_into_penalty_area,-0.8271
progressive_passes,0.5036
carry_progressive_distance,-0.5419
assisted_shots,-0.4494
fouled,-0.1818
pens_won,-0.2937
tackles,2.2423
interceptions,0.475
blocks,0.3418
tackles_won,2.8493
dribble_tackles,1.5865
dribbles_vs,1.4876
pressures,1.6271
pressure_regains,1.4015
clearances,-0.1162
errors,-0.376
aerials_won,0.5871
aerials_lost,0.3608
ball_recoveries,0.962
pens_conceded,-0.3183
fouls,0.943
cards_yellow_red,1.6654
