position,FW
minutes,4806.0
passes_completed,-1.175
passes,-1.116
dribbles_completed,0.2437
dribbles,0.7623
passes_completed_short,-0.8264
passes_short,-0.5698
passes_completed_medium,-1.0872
passes_medium,-1.0441
passes_completed_long,-1.1716
passes_long,-1.3118
passes_total_distance,-1.2268
passes_free_kicks,-1.022
through_balls,0.1641
passes_pressure,0.0374
passes_switches,-1.0738
crosses,-0.1937
corner_kicks,-0.5567
passes_intercepted,0.3371
passes_blocked,0.4583
dispossessed,0.8528
goals,0.9933
assists,0.2798
pens_made,0.2035
pens_att,0.1011
shots_total,1.5715
shots_on_target,1.3122
sca,0.2655
gca,0.1561
xg,1.5173
crosses_into_penalty_area,-0.3871
passes_into_final_third,-0.8461
passes_into_penalty_area,-0.195
progressive_passes,-0.8343
carry_progressive_distance,-0.0624
assisted_shots,0.2181
fouled,0.1311
pens_won,0.1504
tackles,-0.8388
interceptions,-0.9719
blocks,-1.2621
tackles_won,-0.7229
dribble_tackles,-0.8924
dribbles_vs,-0.8277
pressures,0.4652
pressure_regains,0.2892
clearances,-0.4855
errors,-0.376
aerials_won,1.8599
aerials_lost,2.3692
ball_recoveries,-0.8702
pens_conceded,-0.3183
fouls,0.5938
cards_yellow_red,-0.1907
