position,LW
minutes,2.1374
passes_completed,1.7357
passes,1.7121
dribbles_completed,4.123
dribbles,4.8017
passes_completed_short,3.1695
passes_short,3.1254
passes_completed_medium,0.9635
passes_medium,1.0652
passes_completed_long,-0.2784
passes_long,-0.2146
passes_total_distance,0.9305
passes_free_kicks,-0.5052
through_balls,2.4889
passes_pressure,2.9122
passes_switches,-0.1056
crosses,3.0353
corner_kicks,0.2896
passes_intercepted,2.8804
passes_blocked,3.2148
dispossessed,5.0414
goals,6.7776
assists,4.2706
pens_made,0.4563
pens_att,1.4703
shots_total,4.3768
shots_on_target,4.8871
sca,4.5081
gca,6.2072
xg,6.335
crosses_into_penalty_area,1.0337
passes_into_final_third,0.0562
passes_into_penalty_area,4.4098
progressive_passes,1.4876
carry_progressive_distance,3.414
assisted_shots,3.6769
fouled,2.7848
pens_won,12.1355
tackles,0.8809
interceptions,0.7998
blocks,1.0645
tackles_won,1.0165
dribble_tackles,0.4822
dribbles_vs,0.429
pressures,1.6533
pressure_regains,1.9759
clearances,-0.4462
errors,-0.5331
aerials_won,-0.0851
aerials_lost,0.6735
ball_recoveries,0.8745
pens_conceded,0.7569
fouls,2.0384
cards_yellow_red,2.2462
