position,RW
minutes,-0.7949
passes_completed,1.4609
passes,1.3735
dribbles_completed,-0.3145
dribbles,-0.1268
passes_completed_short,3.1908
passes_short,2.9876
passes_completed_medium,0.0875
passes_medium,0.241
passes_completed_long,-0.6247
passes_long,-0.8365
passes_total_distance,0.3963
passes_free_kicks,0.633
through_balls,-0.632
passes_pressure,3.104
passes_switches,-0.4929
crosses,0.9465
corner_kicks,0.7747
passes_intercepted,0.1153
passes_blocked,1.0012
dispossessed,-0.4621
goals,-0.7238
assists,1.4779
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.4467
shots_on_target,-1.0285
sca,1.279
gca,0.2379
xg,-0.4877
crosses_into_penalty_area,0.1416
passes_into_final_third,0.437
passes_into_penalty_area,0.4471
progressive_passes,1.5377
carry_progressive_distance,1.3851
assisted_shots,1.4247
fouled,-1.2862
pens_won,-0.2935
tackles,-0.6405
interceptions,1.2955
blocks,-0.5866
tackles_won,0.1262
dribble_tackles,-0.6945
dribbles_vs,0.996
pressures,-0.0141
pressure_regains,0.7885
clearances,-0.6773
errors,-0.3758
aerials_won,-1.1368
aerials_lost,-0.1616
ball_recoveries,-0.9129
pens_conceded,-0.3182
fouls,-0.2271
cards_yellow_red,-0.1906
