position,GK
passes_completed,-0.802
passes,-0.6983
dribbles_completed,-1.1099
dribbles,-1.1099
passes_completed_short,-1.8001
passes_short,-1.9792
passes_completed_medium,-0.7484
passes_medium,-1.0296
passes_completed_long,2.0532
passes_long,2.4834
passes_total_distance,0.4603
passes_free_kicks,2.3489
through_balls,-0.7252
passes_pressure,-1.6752
passes_switches,-0.4751
crosses,-1.002
corner_kicks,-0.4808
passes_intercepted,-1.6389
passes_blocked,-1.5406
dispossessed,-1.2417
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.4063
gca,-1.0113
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.3811
passes_into_penalty_area,-1.219
progressive_passes,-1.7727
carry_progressive_distance,-1.393
assisted_shots,-1.2416
fouled,-1.4122
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.125
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.7785
pressures,-2.124
pressure_regains,-2.2692
clearances,-1.0176
errors,-0.107
aerials_won,-1.1308
aerials_lost,-1.241
ball_recoveries,-1.2422
pens_conceded,-0.1601
fouls,-1.8531
cards_yellow_red,-0.2618
