position,CM
minutes,360.0
passes_completed,0.4909
passes,0.4096
dribbles_completed,-0.4157
dribbles,-0.4204
passes_completed_short,0.1912
passes_short,-0.0445
passes_completed_medium,0.5434
passes_medium,0.7292
passes_completed_long,0.359
passes_long,0.0712
passes_total_distance,0.503
passes_free_kicks,2.5178
through_balls,1.1396
passes_pressure,-0.0788
passes_switches,0.7475
crosses,-0.7235
corner_kicks,-0.5567
passes_intercepted,-0.0996
passes_blocked,-0.4056
dispossessed,-1.132
goals,-0.724
assists,1.2333
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.2797
shots_on_target,-1.029
sca,0.1463
gca,0.1019
xg,-0.7115
crosses_into_penalty_area,-0.8508
passes_into_final_third,0.6721
passes_into_penalty_area,0.256
progressive_passes,0.3452
carry_progressive_distance,-0.8821
assisted_shots,0.7588
fouled,-0.6523
pens_won,-0.2937
tackles,0.9901
interceptions,0.9763
blocks,0.0069
tackles_won,1.6612
dribble_tackles,1.8724
dribbles_vs,1.2608
pressures,1.1414
pressure_regains,2.1928
clearances,-0.865
errors,-0.376
aerials_won,-0.1307
aerials_lost,-0.2888
ball_recoveries,2.3236
pens_conceded,-0.3183
fouls,1.5993
cards_yellow_red,-0.1907
