position,AM
minutes,429.0
passes_completed,-0.5501
passes,0.1767
dribbles_completed,-0.3174
dribbles,-0.2724
passes_completed_short,-0.6403
passes_short,-0.3455
passes_completed_medium,-0.8178
passes_medium,-0.5732
passes_completed_long,0.8116
passes_long,1.8447
passes_total_distance,-0.2175
passes_free_kicks,4.6714
through_balls,-0.6322
passes_pressure,-0.8291
passes_switches,3.0996
crosses,3.363
corner_kicks,3.0279
passes_intercepted,0.6012
passes_blocked,2.1159
dispossessed,0.4845
goals,2.8833
assists,-0.7714
pens_made,9.7367
pens_att,8.069
shots_total,2.6523
shots_on_target,2.0566
sca,3.4256
gca,-0.077
xg,2.5757
crosses_into_penalty_area,2.1175
passes_into_final_third,-0.2121
passes_into_penalty_area,0.6607
progressive_passes,-0.3104
carry_progressive_distance,-0.2626
assisted_shots,2.2202
fouled,4.5722
pens_won,4.6811
tackles,-1.2243
interceptions,0.9946
blocks,2.2662
tackles_won,-1.4695
dribble_tackles,-0.3267
dribbles_vs,-0.7393
pressures,0.1095
pressure_regains,-0.2781
clearances,-0.8892
errors,-0.376
aerials_won,-1.1372
aerials_lost,0.198
ball_recoveries,0.2518
pens_conceded,-0.3183
fouls,2.3724
cards_yellow_red,-0.1907
