position,LB
passes_completed,0.3779
passes,0.3658
dribbles_completed,-0.0107
dribbles,-0.3587
passes_completed_short,0.3321
passes_short,0.11
passes_completed_medium,0.5334
passes_medium,0.5947
passes_completed_long,-0.2455
passes_long,-0.1309
passes_total_distance,0.3231
passes_free_kicks,-0.4944
through_balls,-0.632
passes_pressure,-1.5199
passes_switches,0.2808
crosses,-0.3984
corner_kicks,-0.5565
passes_intercepted,-0.8096
passes_blocked,1.0703
dispossessed,-1.1615
goals,0.5567
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.8634
shots_on_target,-0.4809
sca,-0.5907
gca,-1.0099
xg,0.3933
crosses_into_penalty_area,-0.0602
passes_into_final_third,-0.2566
passes_into_penalty_area,-0.2593
progressive_passes,1.0925
carry_progressive_distance,-0.1456
assisted_shots,-0.1117
fouled,-0.7594
pens_won,-0.2935
tackles,-0.1174
interceptions,-1.6369
blocks,2.2152
tackles_won,-1.0542
dribble_tackles,2.1123
dribbles_vs,0.1295
pressures,-0.8895
pressure_regains,-1.4267
clearances,0.4647
errors,-0.3758
aerials_won,-0.2373
aerials_lost,0.0654
ball_recoveries,0.5423
pens_conceded,-0.3182
fouls,-1.3204
cards_yellow_red,-0.1906
