position,CB
passes_completed,0.6225
passes,0.6417
dribbles_completed,-1.0728
dribbles,-1.0781
passes_completed_short,-0.6763
passes_short,-0.7381
passes_completed_medium,0.9184
passes_medium,0.8531
passes_completed_long,2.0372
passes_long,1.6559
passes_total_distance,1.2972
passes_free_kicks,1.3999
through_balls,-0.4546
passes_pressure,0.1139
passes_switches,2.1327
crosses,-0.8063
corner_kicks,-0.4808
passes_intercepted,-0.0441
passes_blocked,-0.9406
dispossessed,-1.1447
goals,-0.5599
assists,-0.7206
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.8903
shots_on_target,-0.7367
sca,-0.9941
gca,-0.6833
xg,-0.6883
crosses_into_penalty_area,-0.668
passes_into_final_third,1.0393
passes_into_penalty_area,-0.5976
progressive_passes,0.7534
carry_progressive_distance,0.2171
assisted_shots,-0.9395
fouled,-0.797
pens_won,-0.3695
tackles,0.115
interceptions,-0.3041
blocks,0.265
tackles_won,-0.1795
dribble_tackles,1.1156
dribbles_vs,0.4439
pressures,-0.6553
pressure_regains,-0.3182
clearances,1.9558
errors,0.1033
aerials_won,0.4659
aerials_lost,0.4252
ball_recoveries,0.5526
pens_conceded,-0.0252
fouls,-0.5853
cards_yellow_red,1.2722
