position,CM
passes_completed,2.7704
passes,2.9662
dribbles_completed,0.9722
dribbles,0.6938
passes_completed_short,2.0379
passes_short,2.0095
passes_completed_medium,2.185
passes_medium,2.2668
passes_completed_long,3.5725
passes_long,3.4368
passes_total_distance,3.1564
passes_free_kicks,3.8464
through_balls,1.5112
passes_pressure,2.5609
passes_switches,4.6445
crosses,0.2007
corner_kicks,2.9908
passes_intercepted,1.7379
passes_blocked,0.8786
dispossessed,0.7124
goals,-0.2285
assists,0.961
pens_made,1.2994
pens_att,1.0171
shots_total,0.1931
shots_on_target,-0.1284
sca,2.0883
gca,1.0081
xg,-0.0217
crosses_into_penalty_area,-0.01
passes_into_final_third,4.4778
passes_into_penalty_area,0.8884
progressive_passes,4.1311
carry_progressive_distance,2.0181
assisted_shots,1.8934
fouled,1.2541
pens_won,-0.2935
tackles,0.4861
interceptions,-0.327
blocks,-1.0938
tackles_won,0.5441
dribble_tackles,0.5076
dribbles_vs,0.7456
pressures,0.1117
pressure_regains,0.1267
clearances,-0.768
errors,0.0772
aerials_won,-0.7019
aerials_lost,-0.7438
ball_recoveries,0.6467
pens_conceded,-0.3182
fouls,0.2649
cards_yellow_red,-0.1906
