position,RB
minutes,1948.0
passes_completed,1.9576
passes,2.1924
dribbles_completed,-0.5804
dribbles,-0.6412
passes_completed_short,1.3877
passes_short,1.3798
passes_completed_medium,2.2741
passes_medium,2.6053
passes_completed_long,0.8989
passes_long,1.1714
passes_total_distance,1.7979
passes_free_kicks,-0.4224
through_balls,-0.3048
passes_pressure,0.6758
passes_switches,-0.0586
crosses,0.3502
corner_kicks,-0.5128
passes_intercepted,1.9329
passes_blocked,0.158
dispossessed,-0.6829
goals,-0.724
assists,-0.0304
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.9943
shots_on_target,-1.029
sca,-0.6668
gca,-0.3937
xg,-0.7915
crosses_into_penalty_area,0.62
passes_into_final_third,1.9135
passes_into_penalty_area,0.1372
progressive_passes,1.9988
carry_progressive_distance,0.969
assisted_shots,-0.2676
fouled,-0.8542
pens_won,-0.2937
tackles,0.82
interceptions,2.0337
blocks,-0.027
tackles_won,0.1835
dribble_tackles,0.5198
dribbles_vs,-0.18
pressures,-0.2541
pressure_regains,0.3202
clearances,0.1252
errors,1.5622
aerials_won,-0.1141
aerials_lost,-0.6078
ball_recoveries,1.7373
pens_conceded,-0.3183
fouls,-0.7728
cards_yellow_red,-0.1907
