position,AM
passes_completed,-0.0438
passes,0.2211
dribbles_completed,1.033
dribbles,1.0868
passes_completed_short,0.5664
passes_short,0.773
passes_completed_medium,-0.5375
passes_medium,-0.4951
passes_completed_long,-0.2343
passes_long,0.3504
passes_total_distance,-0.2807
passes_free_kicks,1.0438
through_balls,1.0345
passes_pressure,0.7793
passes_switches,0.4808
crosses,0.3298
corner_kicks,1.874
passes_intercepted,0.8989
passes_blocked,0.0423
dispossessed,2.0746
goals,0.624
assists,1.5334
pens_made,1.0009
pens_att,0.7677
shots_total,0.5961
shots_on_target,1.0208
sca,1.2248
gca,1.0823
xg,0.442
crosses_into_penalty_area,0.2585
passes_into_final_third,-0.0886
passes_into_penalty_area,0.9807
progressive_passes,-0.0817
carry_progressive_distance,-0.0954
assisted_shots,1.4942
fouled,1.3008
pens_won,0.9455
tackles,0.0108
interceptions,-0.4896
blocks,0.2783
tackles_won,-0.1909
dribble_tackles,-0.3303
dribbles_vs,0.332
pressures,1.2035
pressure_regains,0.7593
clearances,-0.3386
errors,0.1722
aerials_won,0.257
aerials_lost,0.9529
ball_recoveries,-0.5296
pens_conceded,0.3985
fouls,1.0448
cards_yellow_red,0.9134
