position,LB
passes_completed,-0.8375
passes,-0.788
dribbles_completed,-0.9347
dribbles,-1.0778
passes_completed_short,-1.0923
passes_short,-1.3929
passes_completed_medium,-0.5223
passes_medium,-0.0458
passes_completed_long,-0.2277
passes_long,-0.2049
passes_total_distance,-0.6286
passes_free_kicks,-0.3639
through_balls,-0.632
passes_pressure,-0.7775
passes_switches,-0.7971
crosses,-0.9056
corner_kicks,-0.5565
passes_intercepted,-0.5502
passes_blocked,-1.8644
dispossessed,-1.4144
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.1578
shots_on_target,-0.3453
sca,-1.2256
gca,-1.0099
xg,-0.29
crosses_into_penalty_area,-0.8504
passes_into_final_third,-0.43
passes_into_penalty_area,-0.4356
progressive_passes,-0.6284
carry_progressive_distance,-1.7381
assisted_shots,-1.3951
fouled,-1.2885
pens_won,-0.2935
tackles,-0.6487
interceptions,-1.6369
blocks,1.5933
tackles_won,-1.3481
dribble_tackles,0.039
dribbles_vs,-0.3332
pressures,-1.0846
pressure_regains,-1.4294
clearances,0.3277
errors,5.4706
aerials_won,-0.2951
aerials_lost,-1.0377
ball_recoveries,1.4086
pens_conceded,-0.3182
fouls,-0.2383
cards_yellow_red,-0.1906
