position,WB
passes_completed,-0.7541
passes,-0.7631
dribbles_completed,0.3308
dribbles,0.7182
passes_completed_short,-0.4223
passes_short,-0.3533
passes_completed_medium,-0.7817
passes_medium,-0.7301
passes_completed_long,-0.6264
passes_long,-0.6042
passes_total_distance,-0.8225
passes_free_kicks,-0.4203
through_balls,-0.7252
passes_pressure,-1.2224
passes_switches,0.3018
crosses,1.5199
corner_kicks,1.8054
passes_intercepted,0.3868
passes_blocked,0.4459
dispossessed,0.5778
goals,0.0914
assists,-0.1744
pens_made,-0.2739
pens_att,-0.3089
shots_total,0.9583
shots_on_target,0.818
sca,1.4386
gca,0.3294
xg,0.3937
crosses_into_penalty_area,0.7098
passes_into_final_third,-0.192
passes_into_penalty_area,0.9739
progressive_passes,0.2148
carry_progressive_distance,0.7587
assisted_shots,1.392
fouled,0.7528
pens_won,-0.3695
tackles,-0.4438
interceptions,-1.1954
blocks,0.2705
tackles_won,-0.3091
dribble_tackles,-0.9394
dribbles_vs,-0.3501
pressures,0.2669
pressure_regains,0.482
clearances,-0.8
errors,-0.5457
aerials_won,-0.6766
aerials_lost,-0.5461
ball_recoveries,-0.9844
pens_conceded,-0.4415
fouls,-0.2804
cards_yellow_red,-0.2618
