position,WB
minutes,4589.0
passes_completed,0.3734
passes,0.5578
dribbles_completed,0.6383
dribbles,0.7786
passes_completed_short,0.4618
passes_short,0.4944
passes_completed_medium,0.1447
passes_medium,0.3394
passes_completed_long,0.4815
passes_long,0.5478
passes_total_distance,0.3622
passes_free_kicks,-0.5129
through_balls,-0.0762
passes_pressure,0.9977
passes_switches,0.601
crosses,1.6464
corner_kicks,-0.5008
passes_intercepted,1.6363
passes_blocked,0.6254
dispossessed,0.1388
goals,-0.162
assists,-0.1423
pens_made,0.2245
pens_att,0.1187
shots_total,-0.528
shots_on_target,-0.404
sca,0.4846
gca,0.2112
xg,-0.3557
crosses_into_penalty_area,1.9241
passes_into_final_third,-0.2682
passes_into_penalty_area,1.2992
progressive_passes,0.5186
carry_progressive_distance,1.0917
assisted_shots,0.379
fouled,-0.2346
pens_won,0.1714
tackles,0.4219
interceptions,0.372
blocks,0.3003
tackles_won,0.5302
dribble_tackles,0.6396
dribbles_vs,1.5556
pressures,0.1551
pressure_regains,0.6071
clearances,-0.1298
errors,0.0354
aerials_won,-0.2291
aerials_lost,-0.7369
ball_recoveries,0.507
pens_conceded,0.2197
fouls,0.6551
cards_yellow_red,0.6381
