position,RB
minutes,-0.3759
passes_completed,0.2886
passes,0.6022
dribbles_completed,-0.6471
dribbles,-0.4746
passes_completed_short,0.5763
passes_short,0.5016
passes_completed_medium,0.1898
passes_medium,0.4197
passes_completed_long,-0.302
passes_long,0.5203
passes_total_distance,0.0248
passes_free_kicks,-0.2788
through_balls,-0.632
passes_pressure,0.2002
passes_switches,-0.3345
crosses,0.9416
corner_kicks,-0.5565
passes_intercepted,2.3595
passes_blocked,0.6299
dispossessed,-0.9054
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-1.3353
shots_on_target,-1.0285
sca,-0.8025
gca,-1.0099
xg,-0.8908
crosses_into_penalty_area,2.0128
passes_into_final_third,-0.5785
passes_into_penalty_area,0.3805
progressive_passes,-0.04
carry_progressive_distance,-0.8155
assisted_shots,-0.3617
fouled,-1.0574
pens_won,-0.2935
tackles,-1.0102
interceptions,-0.8846
blocks,0.3361
tackles_won,-1.521
dribble_tackles,-0.4846
dribbles_vs,-0.8085
pressures,-1.2941
pressure_regains,-1.9484
clearances,1.4221
errors,-0.3758
aerials_won,0.2212
aerials_lost,-0.2993
ball_recoveries,0.5487
pens_conceded,-0.3182
fouls,-0.4417
cards_yellow_red,-0.1906
