position,RW
passes_completed,-0.9695
passes,-0.9152
dribbles_completed,-0.6599
dribbles,-0.2533
passes_completed_short,-0.4651
passes_short,-0.2986
passes_completed_medium,-1.0883
passes_medium,-1.0203
passes_completed_long,-0.8052
passes_long,-1.0293
passes_total_distance,-0.9788
passes_free_kicks,-1.0216
through_balls,-0.632
passes_pressure,-0.4225
passes_switches,-0.5458
crosses,1.3325
corner_kicks,-0.3894
passes_intercepted,-0.6192
passes_blocked,1.2185
dispossessed,-0.1196
goals,-0.7238
assists,-0.0654
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.5917
shots_on_target,-0.5971
sca,0.0351
gca,-0.2269
xg,-0.1952
crosses_into_penalty_area,1.3286
passes_into_final_third,-0.8168
passes_into_penalty_area,0.4818
progressive_passes,-0.9295
carry_progressive_distance,-0.9922
assisted_shots,0.5009
fouled,-0.7137
pens_won,1.7934
tackles,-0.7183
interceptions,-0.7168
blocks,-0.8284
tackles_won,-0.7583
dribble_tackles,0.1941
dribbles_vs,0.822
pressures,0.0185
pressure_regains,-0.5248
clearances,-0.7501
errors,-0.3758
aerials_won,-0.4281
aerials_lost,-0.0471
ball_recoveries,-1.0007
pens_conceded,-0.3182
fouls,-0.3336
cards_yellow_red,-0.1906
