position,WB
minutes,360.0
passes_completed,-0.5385
passes,-0.381
dribbles_completed,1.5132
dribbles,1.1035
passes_completed_short,-0.3717
passes_short,-0.2518
passes_completed_medium,-0.7781
passes_medium,-0.6604
passes_completed_long,0.0881
passes_long,0.0712
passes_total_distance,-0.4579
passes_free_kicks,-0.7271
through_balls,1.1396
passes_pressure,0.5481
passes_switches,-0.0558
crosses,1.3385
corner_kicks,-0.5567
passes_intercepted,-0.0996
passes_blocked,0.3243
dispossessed,0.8486
goals,2.1418
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.2484
shots_on_target,1.4224
sca,1.16
gca,0.1019
xg,-0.7115
crosses_into_penalty_area,1.8021
passes_into_final_third,-0.0942
passes_into_penalty_area,1.038
progressive_passes,0.5054
carry_progressive_distance,0.9325
assisted_shots,1.4769
fouled,-0.3144
pens_won,-0.2937
tackles,-0.1937
interceptions,-0.0692
blocks,1.5791
tackles_won,-0.5248
dribble_tackles,1.2104
dribbles_vs,2.1427
pressures,0.9267
pressure_regains,0.3876
clearances,-0.1122
errors,4.8677
aerials_won,-0.1307
aerials_lost,-0.2888
ball_recoveries,0.8668
pens_conceded,-0.3183
fouls,-1.64
cards_yellow_red,-0.1907
