position,CM
minutes,0.8514
passes_completed,0.7864
passes,0.7367
dribbles_completed,-0.1809
dribbles,-0.4313
passes_completed_short,0.5397
passes_short,0.5675
passes_completed_medium,0.6482
passes_medium,0.596
passes_completed_long,1.038
passes_long,0.8111
passes_total_distance,0.9422
passes_free_kicks,0.3271
through_balls,-0.2056
passes_pressure,0.7014
passes_switches,1.5378
crosses,-1.0114
corner_kicks,-0.5279
passes_intercepted,0.0468
passes_blocked,-0.9424
dispossessed,-0.3931
goals,-0.3789
assists,-0.2887
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.7317
shots_on_target,-0.7336
sca,-0.8239
gca,-0.6085
xg,-0.7179
crosses_into_penalty_area,-0.8504
passes_into_final_third,1.1951
passes_into_penalty_area,-0.7429
progressive_passes,0.5259
carry_progressive_distance,-0.7735
assisted_shots,-1.0495
fouled,0.2862
pens_won,-0.2935
tackles,0.9868
interceptions,1.2565
blocks,0.6288
tackles_won,1.5309
dribble_tackles,0.5542
dribbles_vs,0.8575
pressures,0.6947
pressure_regains,0.858
clearances,0.5608
errors,0.2551
aerials_won,0.7404
aerials_lost,-0.7647
ball_recoveries,2.1485
pens_conceded,0.507
fouls,0.4405
cards_yellow_red,-0.1906
