position,LW
passes_completed,-1.1634
passes,-1.1144
dribbles_completed,0.8244
dribbles,1.0467
passes_completed_short,-0.7013
passes_short,-0.4857
passes_completed_medium,-1.0839
passes_medium,-1.039
passes_completed_long,-1.1539
passes_long,-1.1246
passes_total_distance,-1.2961
passes_free_kicks,-0.9891
through_balls,0.003
passes_pressure,0.4296
passes_switches,-0.9724
crosses,0.1145
corner_kicks,-0.4089
passes_intercepted,0.4266
passes_blocked,1.6897
dispossessed,1.921
goals,1.4222
assists,0.0637
pens_made,-0.2739
pens_att,-0.3089
shots_total,1.8493
shots_on_target,1.2956
sca,0.6243
gca,0.8622
xg,1.3185
crosses_into_penalty_area,-0.491
passes_into_final_third,-0.882
passes_into_penalty_area,0.1593
progressive_passes,-0.4164
carry_progressive_distance,0.6232
assisted_shots,-0.0555
fouled,1.8875
pens_won,0.9877
tackles,0.2951
interceptions,-0.6447
blocks,-0.2102
tackles_won,0.2192
dribble_tackles,-0.4319
dribbles_vs,-0.427
pressures,0.7474
pressure_regains,0.7309
clearances,-0.4371
errors,-0.5457
aerials_won,0.4775
aerials_lost,1.787
ball_recoveries,-0.5311
pens_conceded,-0.1215
fouls,-0.0995
cards_yellow_red,-0.2618
