position,LW
passes_completed,1.379
passes,1.7365
dribbles_completed,4.9812
dribbles,5.0808
passes_completed_short,2.4833
passes_short,2.7489
passes_completed_medium,0.3102
passes_medium,0.5631
passes_completed_long,0.3639
passes_long,0.6356
passes_total_distance,0.7926
passes_free_kicks,1.199
through_balls,3.179
passes_pressure,3.4888
passes_switches,0.4983
crosses,0.7019
corner_kicks,2.652
passes_intercepted,2.6446
passes_blocked,1.4433
dispossessed,2.889
goals,3.6792
assists,3.5409
pens_made,5.239
pens_att,4.3099
shots_total,2.7616
shots_on_target,3.3024
sca,4.1779
gca,5.3125
xg,4.4629
crosses_into_penalty_area,-0.0353
passes_into_final_third,2.0468
passes_into_penalty_area,4.6995
progressive_passes,4.2694
carry_progressive_distance,4.6039
assisted_shots,2.8526
fouled,5.135
pens_won,2.4389
tackles,-1.1046
interceptions,-1.155
blocks,-1.7464
tackles_won,-1.0296
dribble_tackles,-0.6236
dribbles_vs,-0.3912
pressures,-1.073
pressure_regains,-1.1535
clearances,-1.0151
errors,-0.3758
aerials_won,-0.9048
aerials_lost,-1.2076
ball_recoveries,-0.8856
pens_conceded,-0.3182
fouls,-0.1778
cards_yellow_red,-0.1906
