position,FW
passes_completed,-0.7699
passes,-0.6461
dribbles_completed,0.3649
dribbles,0.6488
passes_completed_short,-0.5271
passes_short,-0.4145
passes_completed_medium,-0.9049
passes_medium,-0.8692
passes_completed_long,-0.2218
passes_long,-0.0145
passes_total_distance,-0.6883
passes_free_kicks,0.9545
through_balls,-0.2717
passes_pressure,-0.0862
passes_switches,1.6328
crosses,0.6241
corner_kicks,2.9992
passes_intercepted,0.0134
passes_blocked,0.1605
dispossessed,1.559
goals,1.7942
assists,0.8283
pens_made,3.5918
pens_att,3.3691
shots_total,1.9242
shots_on_target,1.4908
sca,1.5411
gca,1.2258
xg,1.9307
crosses_into_penalty_area,0.105
passes_into_final_third,-0.1698
passes_into_penalty_area,0.1162
progressive_passes,-0.3967
carry_progressive_distance,0.3451
assisted_shots,1.4437
fouled,1.0065
pens_won,1.1096
tackles,-0.4092
interceptions,-0.5361
blocks,-0.2849
tackles_won,-0.2653
dribble_tackles,-0.7806
dribbles_vs,-0.1403
pressures,0.5541
pressure_regains,0.3602
clearances,-0.9838
errors,-0.5457
aerials_won,-0.7851
aerials_lost,-0.5217
ball_recoveries,-1.2476
pens_conceded,-0.4415
fouls,0.7469
cards_yellow_red,-0.2618
