position,RW
passes_completed,-0.197
passes,0.0463
dribbles_completed,1.7871
dribbles,1.9772
passes_completed_short,0.5238
passes_short,0.6538
passes_completed_medium,-0.5704
passes_medium,-0.2979
passes_completed_long,-0.5512
passes_long,-0.4236
passes_total_distance,-0.5147
passes_free_kicks,-0.895
through_balls,0.7503
passes_pressure,0.2687
passes_switches,-0.0099
crosses,2.8904
corner_kicks,-0.3675
passes_intercepted,1.3263
passes_blocked,1.8251
dispossessed,1.4805
goals,0.9085
assists,2.7247
pens_made,-0.2739
pens_att,-0.3089
shots_total,2.4049
shots_on_target,2.4586
sca,1.4315
gca,1.4192
xg,1.2661
crosses_into_penalty_area,2.9413
passes_into_final_third,-0.5744
passes_into_penalty_area,2.7776
progressive_passes,0.5907
carry_progressive_distance,2.2897
assisted_shots,1.7004
fouled,0.1019
pens_won,0.4325
tackles,-0.3292
interceptions,-0.3953
blocks,-0.1538
tackles_won,-0.2569
dribble_tackles,-0.3481
dribbles_vs,0.0094
pressures,0.4421
pressure_regains,0.8353
clearances,-0.835
errors,-0.5457
aerials_won,-1.0183
aerials_lost,-0.851
ball_recoveries,-0.5425
pens_conceded,-0.4415
fouls,0.3145
cards_yellow_red,-0.2618
