position,AM
passes_completed,-0.4185
passes,-0.4095
dribbles_completed,0.809
dribbles,0.6529
passes_completed_short,-0.2067
passes_short,-0.1497
passes_completed_medium,-0.5327
passes_medium,-0.5698
passes_completed_long,-0.2957
passes_long,-0.3428
passes_total_distance,-0.464
passes_free_kicks,-0.515
through_balls,2.4113
passes_pressure,0.0509
passes_switches,-0.3823
crosses,-0.3563
corner_kicks,-0.5565
passes_intercepted,0.5587
passes_blocked,0.4337
dispossessed,0.8534
goals,0.2607
assists,1.5244
pens_made,-0.2418
pens_att,-0.271
shots_total,0.6298
shots_on_target,0.3749
sca,0.7598
gca,1.4099
xg,0.0759
crosses_into_penalty_area,-0.5467
passes_into_final_third,0.3218
passes_into_penalty_area,0.4386
progressive_passes,1.0983
carry_progressive_distance,0.0517
assisted_shots,0.6195
fouled,1.1204
pens_won,-0.2935
tackles,0.9456
interceptions,0.3983
blocks,1.0248
tackles_won,1.1179
dribble_tackles,0.1547
dribbles_vs,0.6535
pressures,2.1921
pressure_regains,1.7852
clearances,-0.7738
errors,-0.3758
aerials_won,-0.5029
aerials_lost,0.1004
ball_recoveries,0.5885
pens_conceded,-0.3182
fouls,1.294
cards_yellow_red,-0.1906
