position,RM
minutes,1435.0
passes_completed,-0.6304
passes,-0.3323
dribbles_completed,2.1449
dribbles,2.641
passes_completed_short,-0.7337
passes_short,-0.6175
passes_completed_medium,-0.4962
passes_medium,-0.3322
passes_completed_long,-0.2685
passes_long,0.1098
passes_total_distance,-0.4482
passes_free_kicks,0.828
through_balls,0.7013
passes_pressure,-0.3827
passes_switches,1.1581
crosses,0.8298
corner_kicks,1.9438
passes_intercepted,1.3767
passes_blocked,0.8813
dispossessed,1.2113
goals,1.0733
assists,0.7374
pens_made,1.2497
pens_att,0.9756
shots_total,1.0487
shots_on_target,1.1234
sca,2.3397
gca,0.3848
xg,1.7675
crosses_into_penalty_area,0.4803
passes_into_final_third,-0.4349
passes_into_penalty_area,1.0462
progressive_passes,1.1576
carry_progressive_distance,1.1742
assisted_shots,1.7572
fouled,0.7076
pens_won,-0.2937
tackles,-0.039
interceptions,-0.1949
blocks,0.5081
tackles_won,0.2476
dribble_tackles,-0.4413
dribbles_vs,0.4609
pressures,0.735
pressure_regains,0.7284
clearances,-0.5245
errors,-0.376
aerials_won,-0.1903
aerials_lost,-0.2852
ball_recoveries,-0.1705
pens_conceded,-0.3183
fouls,-0.3181
cards_yellow_red,-0.1907
