position,RM
minutes,558.0
passes_completed,-0.015
passes,0.0854
dribbles_completed,0.8909
dribbles,0.8085
passes_completed_short,0.384
passes_short,0.3487
passes_completed_medium,-0.1824
passes_medium,0.0153
passes_completed_long,-0.4302
passes_long,-0.3183
passes_total_distance,-0.2362
passes_free_kicks,-1.022
through_balls,-0.6322
passes_pressure,-0.1428
passes_switches,-0.0126
crosses,0.9926
corner_kicks,-0.2505
passes_intercepted,0.0327
passes_blocked,1.6664
dispossessed,0.4104
goals,0.2004
assists,0.522
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.9951
shots_on_target,-0.6336
sca,0.2836
gca,-0.2928
xg,-0.5435
crosses_into_penalty_area,2.0018
passes_into_final_third,-0.638
passes_into_penalty_area,0.4578
progressive_passes,0.2159
carry_progressive_distance,0.4305
assisted_shots,0.4576
fouled,-1.012
pens_won,-0.2937
tackles,-0.6328
interceptions,-0.963
blocks,1.1987
tackles_won,-0.144
dribble_tackles,-0.1565
dribbles_vs,0.6824
pressures,-0.51
pressure_regains,-0.7771
clearances,-0.0442
errors,3.0071
aerials_won,-0.8125
aerials_lost,-0.6575
ball_recoveries,0.5085
pens_conceded,-0.3183
fouls,-1.5225
cards_yellow_red,-0.1907
