position,CM
passes_completed,0.9749
passes,0.8285
dribbles_completed,0.6128
dribbles,0.127
passes_completed_short,0.5421
passes_short,0.5071
passes_completed_medium,0.954
passes_medium,0.897
passes_completed_long,0.9751
passes_long,0.4225
passes_total_distance,1.1183
passes_free_kicks,-0.1126
through_balls,0.0606
passes_pressure,1.8082
passes_switches,1.9066
crosses,-0.9544
corner_kicks,-0.4808
passes_intercepted,0.9479
passes_blocked,-0.8385
dispossessed,-0.0761
goals,-0.1089
assists,0.1882
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.0596
shots_on_target,-0.3639
sca,-0.2283
gca,-0.0934
xg,-0.2197
crosses_into_penalty_area,-0.8365
passes_into_final_third,1.5323
passes_into_penalty_area,-0.3862
progressive_passes,1.0747
carry_progressive_distance,0.5192
assisted_shots,-0.5322
fouled,0.6519
pens_won,-0.3695
tackles,1.6924
interceptions,1.6929
blocks,0.7442
tackles_won,2.3191
dribble_tackles,0.7262
dribbles_vs,0.6043
pressures,1.0544
pressure_regains,0.9755
clearances,0.2282
errors,0.2081
aerials_won,0.1487
aerials_lost,-0.2001
ball_recoveries,0.7221
pens_conceded,1.0089
fouls,0.8029
cards_yellow_red,0.629
