position,LW
minutes,334.0
passes_completed,-0.1463
passes,-0.1232
dribbles_completed,-0.9454
dribbles,-0.3545
passes_completed_short,-0.0665
passes_short,0.0791
passes_completed_medium,-0.4553
passes_medium,-0.5333
passes_completed_long,0.5065
passes_long,0.4937
passes_total_distance,-0.0424
passes_free_kicks,0.8857
through_balls,1.2775
passes_pressure,-0.1807
passes_switches,0.337
crosses,1.3089
corner_kicks,2.5128
passes_intercepted,-0.5945
passes_blocked,0.1014
dispossessed,1.3297
goals,-0.724
assists,1.3894
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.0871
shots_on_target,-0.3684
sca,1.3809
gca,1.3873
xg,-0.6975
crosses_into_penalty_area,0.1024
passes_into_final_third,0.1903
passes_into_penalty_area,0.3777
progressive_passes,0.1868
carry_progressive_distance,-0.1186
assisted_shots,1.7005
fouled,-0.5734
pens_won,-0.2937
tackles,0.2635
interceptions,-1.6376
blocks,-0.2332
tackles_won,0.0485
dribble_tackles,-0.0107
dribbles_vs,0.2452
pressures,1.0786
pressure_regains,1.1737
clearances,-0.8533
errors,-0.376
aerials_won,-0.866
aerials_lost,0.0721
ball_recoveries,-0.7982
pens_conceded,-0.3183
fouls,-0.7356
cards_yellow_red,-0.1907
