position,LM
minutes,-0.4332
passes_completed,-0.5129
passes,-0.2658
dribbles_completed,-0.6954
dribbles,-0.8636
passes_completed_short,-0.5175
passes_short,-0.4283
passes_completed_medium,-0.4685
passes_medium,-0.4184
passes_completed_long,-0.1398
passes_long,0.6103
passes_total_distance,-0.402
passes_free_kicks,0.1483
through_balls,0.0708
passes_pressure,0.0003
passes_switches,0.7299
crosses,0.8272
corner_kicks,1.7966
passes_intercepted,-0.9273
passes_blocked,0.3065
dispossessed,-0.8533
goals,2.1178
assists,0.024
pens_made,2.1163
pens_att,1.6999
shots_total,0.3402
shots_on_target,0.9159
sca,0.5737
gca,0.3134
xg,1.6026
crosses_into_penalty_area,1.2539
passes_into_final_third,-0.4104
passes_into_penalty_area,0.5534
progressive_passes,-0.024
carry_progressive_distance,-0.7255
assisted_shots,1.5955
fouled,-0.8612
pens_won,-0.2935
tackles,-0.6774
interceptions,-1.2222
blocks,-1.2591
tackles_won,-0.7952
dribble_tackles,-0.387
dribbles_vs,-0.4563
pressures,-0.3387
pressure_regains,-0.5502
clearances,-0.418
errors,-0.3758
aerials_won,0.0609
aerials_lost,-0.194
ball_recoveries,-0.7892
pens_conceded,-0.3182
fouls,-0.9199
cards_yellow_red,-0.1906
