position,AM
minutes,704.0
passes_completed,-0.4947
passes,-0.2235
dribbles_completed,1.1531
dribbles,1.9366
passes_completed_short,-0.1021
passes_short,-0.1519
passes_completed_medium,-0.8608
passes_medium,-0.8898
passes_completed_long,-0.1057
passes_long,0.9596
passes_total_distance,-0.5644
passes_free_kicks,2.5982
through_balls,1.1799
passes_pressure,-0.8647
passes_switches,1.0701
crosses,1.0784
corner_kicks,4.1761
passes_intercepted,-0.6591
passes_blocked,0.0008
dispossessed,3.5043
goals,0.7414
assists,2.304
pens_made,-0.2419
pens_att,-0.2711
shots_total,1.9045
shots_on_target,2.1048
sca,1.8465
gca,1.8335
xg,1.1296
crosses_into_penalty_area,0.0536
passes_into_final_third,-0.1377
passes_into_penalty_area,0.0916
progressive_passes,-0.9114
carry_progressive_distance,0.2937
assisted_shots,1.7258
fouled,2.481
pens_won,-0.2937
tackles,-0.3046
interceptions,-0.5683
blocks,-0.9445
tackles_won,-0.2714
dribble_tackles,-0.0837
dribbles_vs,0.2821
pressures,0.4845
pressure_regains,1.3853
clearances,-0.8616
errors,-0.376
aerials_won,-1.0086
aerials_lost,0.1333
ball_recoveries,-0.1171
pens_conceded,-0.3183
fouls,-0.3885
cards_yellow_red,-0.1907
