position,CB
passes_completed,0.2954
passes,0.5226
dribbles_completed,-0.9616
dribbles,-1.0943
passes_completed_short,-0.9066
passes_short,-1.2613
passes_completed_medium,0.6236
passes_medium,0.7116
passes_completed_long,1.9534
passes_long,2.7557
passes_total_distance,1.147
passes_free_kicks,1.6791
through_balls,-0.632
passes_pressure,-0.1314
passes_switches,3.2368
crosses,-0.2964
corner_kicks,0.4092
passes_intercepted,-1.2608
passes_blocked,-1.122
dispossessed,-1.4144
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.2609
shots_on_target,-1.0285
sca,-1.2652
gca,-1.0099
xg,-0.708
crosses_into_penalty_area,0.0492
passes_into_final_third,1.0242
passes_into_penalty_area,-0.1142
progressive_passes,-0.1015
carry_progressive_distance,-0.8671
assisted_shots,-1.0298
fouled,-0.9778
pens_won,-0.2935
tackles,-1.3663
interceptions,0.4903
blocks,-0.3512
tackles_won,-1.3908
dribble_tackles,-0.0903
dribbles_vs,-0.4767
pressures,-1.716
pressure_regains,-1.7245
clearances,2.201
errors,-0.3758
aerials_won,-0.6248
aerials_lost,0.2582
ball_recoveries,0.5635
pens_conceded,-0.3182
fouls,0.0154
cards_yellow_red,-0.1906
