position,RM
minutes,-0.217
passes_completed,-0.5593
passes,-0.6004
dribbles_completed,-0.2173
dribbles,0.0411
passes_completed_short,-0.4736
passes_short,-0.5265
passes_completed_medium,-0.6073
passes_medium,-0.6824
passes_completed_long,-0.0902
passes_long,-0.1441
passes_total_distance,-0.3876
passes_free_kicks,-0.431
through_balls,0.8884
passes_pressure,-0.1488
passes_switches,0.6739
crosses,-0.1328
corner_kicks,0.6654
passes_intercepted,0.1545
passes_blocked,0.6406
dispossessed,-0.2004
goals,1.7355
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,1.9121
shots_on_target,1.7761
sca,0.12
gca,-0.0555
xg,0.8561
crosses_into_penalty_area,-0.5975
passes_into_final_third,-0.311
passes_into_penalty_area,0.9293
progressive_passes,-0.0409
carry_progressive_distance,-0.5288
assisted_shots,-0.6761
fouled,1.5241
pens_won,-0.2935
tackles,-0.2755
interceptions,-0.7397
blocks,1.0221
tackles_won,-0.9602
dribble_tackles,0.4564
dribbles_vs,0.4664
pressures,1.1713
pressure_regains,0.627
clearances,-0.4984
errors,-0.3758
aerials_won,-0.8489
aerials_lost,-0.4357
ball_recoveries,0.117
pens_conceded,1.6436
fouls,-1.0017
cards_yellow_red,-0.1906
