position,AM
passes_completed,-0.465
passes,-0.1032
dribbles_completed,-1.1537
dribbles,-0.8697
passes_completed_short,-0.2938
passes_short,-0.1497
passes_completed_medium,-0.7159
passes_medium,-0.5996
passes_completed_long,0.0905
passes_long,0.6603
passes_total_distance,-0.4324
passes_free_kicks,1.299
through_balls,0.5223
passes_pressure,-0.5331
passes_switches,1.3572
crosses,3.9642
corner_kicks,3.6832
passes_intercepted,0.0729
passes_blocked,0.9299
dispossessed,0.1624
goals,-0.7415
assists,3.3387
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.1508
shots_on_target,0.0023
sca,2.6064
gca,3.8333
xg,-0.2014
crosses_into_penalty_area,2.2712
passes_into_final_third,-0.1453
passes_into_penalty_area,1.4254
progressive_passes,0.4557
carry_progressive_distance,-0.1224
assisted_shots,3.0991
fouled,0.1606
pens_won,3.6992
tackles,-0.7966
interceptions,-0.2727
blocks,-1.9399
tackles_won,-0.8589
dribble_tackles,-1.1148
dribbles_vs,-0.9258
pressures,0.1453
pressure_regains,-0.0294
clearances,-0.8989
errors,-0.5457
aerials_won,-1.1308
aerials_lost,-0.4263
ball_recoveries,-1.3344
pens_conceded,-0.4415
fouls,-0.7415
cards_yellow_red,-0.2618
