position,RM
minutes,422.0
passes_completed,1.6212
passes,1.4728
dribbles_completed,-0.067
dribbles,-0.1115
passes_completed_short,1.533
passes_short,1.3221
passes_completed_medium,1.0901
passes_medium,1.026
passes_completed_long,1.6977
passes_long,1.2551
passes_total_distance,1.5889
passes_free_kicks,-0.2671
through_balls,2.3907
passes_pressure,2.4174
passes_switches,0.4328
crosses,-0.7841
corner_kicks,0.2531
passes_intercepted,3.6416
passes_blocked,-0.9314
dispossessed,-0.4495
goals,-0.724
assists,0.9388
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.9166
shots_on_target,0.5394
sca,0.9159
gca,1.8362
xg,0.0283
crosses_into_penalty_area,-0.8508
passes_into_final_third,2.6875
passes_into_penalty_area,0.6933
progressive_passes,1.906
carry_progressive_distance,1.5459
assisted_shots,0.1359
fouled,-0.2247
pens_won,-0.2937
tackles,-0.2021
interceptions,1.0383
blocks,-0.0043
tackles_won,0.0284
dribble_tackles,-0.3083
dribbles_vs,-0.7188
pressures,0.1213
pressure_regains,-0.5147
clearances,-0.8871
errors,4.0973
aerials_won,-0.4932
aerials_lost,-0.8846
ball_recoveries,-0.4717
pens_conceded,-0.3183
fouls,-1.0087
cards_yellow_red,-0.1907
